"PLAN_CODE","PLAN_YEAR","CODE","INTERCHANGEABILITY","BLOC_SUBJECT_CODE","BLOC_TYPE","BLOC_LIMIT","BLOC_NAME_CZ","BLOC_NAME_EN","SEQ","NOTE_CZ","NOTE_EN","BLOC_NOTE_CZ","BLOC_NOTE_EN"
NIDAW19B,"2020",NDBI045,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0004",,,,
NIDAW19B,"2020",NDBI046,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0012",,,,
NIDAW19B,"2020",NDBX007,NDBI007,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0004",,,,
NIDAW19B,"2020",NDBX025,NDBI025,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0013",,,,
NIDAW19B,"2020",NDBX046,NDBI046,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0012",,,,
NIDAW19B,"2020",NDMI002,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0005",,,,
NIDAW19B,"2020",NDMI011,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0015",,,,
NIDAW19B,"2020",NDMX011,NDMI011,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0015",,,,
NIDAW19B,"2020",NJAZ091,,"3210",A,,Anglický jazyk,,"02/002/0001",,,,
NIDAW19B,"2020",NMAI054,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0011",,,,
NIDAW19B,"2020",NMAI055,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0001",,,,
NIDAW19B,"2020",NMAI057,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0006",,,,
NIDAW19B,"2020",NMAI058,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0012",,,,
NIDAW19B,"2020",NMAI059,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0018",,,,
NIDAW19B,"2020",NMAX055,NMAI055,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0001",,,,
NIDAW19B,"2020",NMAX059,NMAI059,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0018",,,,
NIDAW19B,"2020",NPFL054,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0003",,,,
NIDAW19B,"2020",NPFL129,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0003",,,,
NIDAW19B,"2020",NPGR002,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0009",,,,
NIDAW19B,"2020",NPGR035,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0011",,,,
NIDAW19B,"2020",NPGR036,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0008",,,,
NIDAW19B,"2020",NPRG005,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0014",,,,
NIDAW19B,"2020",NPRG013,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0006",,,,
NIDAW19B,"2020",NPRG021,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0012",,,,
NIDAW19B,"2020",NPRG030,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0002",,,,
NIDAW19B,"2020",NPRG031,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0008",,,,
NIDAW19B,"2020",NPRG035,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0007",,,,
NIDAW19B,"2020",NPRG036,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0009",,,,
NIDAW19B,"2020",NPRG038,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0013",,,,
NIDAW19B,"2020",NPRG041,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0001",,,,
NIDAW19B,"2020",NPRG045,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0019",,,,
NIDAW19B,"2020",NPRG051,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0008",,,,
NIDAW19B,"2020",NPRG056,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0003",,,,
NIDAW19B,"2020",NPRG062,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0001",,,,
NIDAW19B,"2020",NPRX005,NPRG005,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0014",,,,
NIDAW19B,"2020",NPRX013,NPRG013,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0006",,,,
NIDAW19B,"2020",NPRX021,NPRG021,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0012",,,,
NIDAW19B,"2020",NPRX030,NPRG030,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0002",,,,
NIDAW19B,"2020",NPRX035,NPRG035,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0007",,,,
NIDAW19B,"2020",NPRX036,NPRG036,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0009",,,,
NIDAW19B,"2020",NPRX038,NPRG038,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0013",,,,
NIDAW19B,"2020",NPRX041,NPRG041,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0001",,,,
NIDAW19B,"2020",NPRX051,NPRG051,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0008",,,,
NIDAW19B,"2020",NPRX056,NPRG056,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0003",,,,
NIDAW19B,"2020",NSWI004,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0001",,,,
NIDAW19B,"2020",NSWI090,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0006",,,,
NIDAW19B,"2020",NSWI095,NSWI177,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0010",,,,
NIDAW19B,"2020",NSWI120,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0003",,,,
NIDAW19B,"2020",NSWI130,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0007",,,,
NIDAW19B,"2020",NSWI141,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0004",,,,
NIDAW19B,"2020",NSWI142,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0001",,,,
NIDAW19B,"2020",NSWI153,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0007",,,,
NIDAW19B,"2020",NSWI166,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0006",,,,
NIDAW19B,"2020",NSWI170,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0009",,,,
NIDAW19B,"2020",NSWI177,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0010",,,,
NIDAW19B,"2020",NSWX004,NSWI004,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0001",,,,
NIDAW19B,"2020",NSWX142,NSWI142,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0001",,,,
NIDAW19B,"2020",NSWX153,NSWI153,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0007",,,,
NIDAW19B,"2020",NSZZ026,NSZZ031,"6229",A,,Bakalářská práce,,"02/001/0001",,,,
NIDAW19B,"2020",NSZZ031,,"6229",A,,Bakalářská práce,,"02/001/0001",,,,
NIDAW19B,"2020",NTIN060,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0007",,,,
NIDAW19B,"2020",NTIN061,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0014",,,,
NIDAW19B,"2020",NTIN071,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0017",,,,
NIDAW19B,"2020",NTIX061,NTIN061,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0014",,,,
NIDAW19B,"2020",NTIX071,NTIN071,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0017",,,,
NIDAW19B,"2020",NTVY014,,"3224",B,4,Tělesná výchova s kurzy,,"02/003/0001",,,,
NIDAW19B,"2020",NTVY015,,"3224",B,4,Tělesná výchova s kurzy,,"02/003/0002",,,,
NIDAW19B,"2020",NTVY016,,"3224",B,4,Tělesná výchova s kurzy,,"02/003/0003",,,,
NIDAW19B,"2020",NTVY017,,"3224",B,4,Tělesná výchova s kurzy,,"02/003/0004",,,,
NIDAW19B,"2020",NTVY018,,"3224",B,4,Tělesná výchova s kurzy,,"02/003/0006",,,,
NIDAW19B,"2020",NTVY019,,"3224",B,4,Tělesná výchova s kurzy,,"02/003/0005",,,,
NIDAW19B,"2021",NAIL062,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0016",,,,
NIDAW19B,"2021",NAIL120,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0005",,,,
NIDAW19B,"2021",NAIL121,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0010",,,,
NIDAW19B,"2021",NAIX062,NAIL062,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0016",,,,
NIDAW19B,"2021",NDBI007,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0004",,,,
NIDAW19B,"2021",NDBI013,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0007",,,,
NIDAW19B,"2021",NDBI025,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0013",,,,
NIDAW19B,"2021",NDBI026,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0003",,,,
NIDAW19B,"2021",NDBI037,NSWI166,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0006",,,,
NIDAW19B,"2021",NDBI038,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0013",,,,
NIDAW19B,"2021",NDBI040,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0006",,,,
NIDAW19B,"2021",NDBI045,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0004",,,,
NIDAW19B,"2021",NDBI046,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0012",,,,
NIDAW19B,"2021",NDBX007,NDBI007,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0004",,,,
NIDAW19B,"2021",NDBX025,NDBI025,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0013",,,,
NIDAW19B,"2021",NDBX046,NDBI046,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0012",,,,
NIDAW19B,"2021",NDMI002,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0005",,,,
NIDAW19B,"2021",NDMI011,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0015",,,,
NIDAW19B,"2021",NDMX011,NDMI011,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0015",,,,
NIDAW19B,"2021",NJAZ091,,"3210",A,,Anglický jazyk,,"02/002/0001",,,,
NIDAW19B,"2021",NMAI054,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0011",,,,
NIDAW19B,"2021",NMAI055,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0001",,,,
NIDAW19B,"2021",NMAI057,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0006",,,,
NIDAW19B,"2021",NMAI058,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0012",,,,
NIDAW19B,"2021",NMAI059,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0018",,,,
NIDAW19B,"2021",NMAX055,NMAI055,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0001",,,,
NIDAW19B,"2021",NMAX059,NMAI059,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0018",,,,
NIDAW19B,"2021",NPFL054,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0003",,,,
NIDAW19B,"2021",NPFL129,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0003",,,,
NIDAW19B,"2021",NPGR002,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0009",,,,
NIDAW19B,"2021",NPGR035,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0011",,,,
NIDAW19B,"2021",NPGR036,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0008",,,,
NIDAW19B,"2021",NPRG005,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0014",,,,
NIDAW19B,"2021",NPRG013,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0006",,,,
NIDAW19B,"2021",NPRG021,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0012",,,,
NIDAW19B,"2021",NPRG030,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0002",,,,
NIDAW19B,"2021",NPRG031,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0008",,,,
NIDAW19B,"2021",NPRG035,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0007",,,,
NIDAW19B,"2021",NPRG036,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0009",,,,
NIDAW19B,"2021",NPRG038,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0013",,,,
NIDAW19B,"2021",NPRG041,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0001",,,,
NIDAW19B,"2021",NPRG045,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0019",,,,
NIDAW19B,"2021",NPRG051,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0008",,,,
NIDAW19B,"2021",NPRG056,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0003",,,,
NIDAW19B,"2021",NPRG062,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0001",,,,
NIDAW19B,"2021",NPRX005,NPRG005,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0014",,,,
NIDAW19B,"2021",NPRX013,NPRG013,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0006",,,,
NIDAW19B,"2021",NPRX021,NPRG021,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0012",,,,
NIDAW19B,"2021",NPRX030,NPRG030,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0002",,,,
NIDAW19B,"2021",NPRX035,NPRG035,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0007",,,,
NIDAW19B,"2021",NPRX036,NPRG036,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0009",,,,
NIDAW19B,"2021",NPRX038,NPRG038,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0013",,,,
NIDAW19B,"2021",NPRX041,NPRG041,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0001",,,,
NIDAW19B,"2021",NPRX051,NPRG051,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0008",,,,
NIDAW19B,"2021",NPRX056,NPRG056,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0003",,,,
NIDAW19B,"2021",NSWI004,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0001",,,,
NIDAW19B,"2021",NSWI090,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0006",,,,
NIDAW19B,"2021",NSWI095,NSWI177,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0010",,,,
NIDAW19B,"2021",NSWI120,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0003",,,,
NIDAW19B,"2021",NSWI130,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0007",,,,
NIDAW19B,"2021",NSWI141,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0004",,,,
NIDAW19B,"2021",NSWI142,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0001",,,,
NIDAW19B,"2021",NSWI153,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0007",,,,
NIDAW19B,"2021",NSWI166,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0006",,,,
NIDAW19B,"2021",NSWI170,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0009",,,,
NIDAW19B,"2021",NSWI177,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0010",,,,
NIDAW19B,"2021",NSWX004,NSWI004,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0001",,,,
NIDAW19B,"2021",NSWX142,NSWI142,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0001",,,,
NIDAW19B,"2021",NSWX153,NSWI153,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0007",,,,
NIDAW19B,"2021",NSZZ026,NSZZ031,"6229",A,,Bakalářská práce,,"02/001/0001",,,,
NIDAW19B,"2021",NSZZ031,,"6229",A,,Bakalářská práce,,"02/001/0001",,,,
NIDAW19B,"2021",NTIN060,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0007",,,,
NIDAW19B,"2021",NTIN061,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0014",,,,
NIDAW19B,"2021",NTIN071,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0017",,,,
NIDAW19B,"2021",NTIX061,NTIN061,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0014",,,,
NIDAW19B,"2021",NTIX071,NTIN071,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0017",,,,
NIDAW19B,"2021",NTVY014,,"3224",B,4,Tělesná výchova s kurzy,,"02/003/0001",,,,
NIDAW19B,"2021",NTVY015,,"3224",B,4,Tělesná výchova s kurzy,,"02/003/0002",,,,
NIDAW19B,"2021",NTVY016,,"3224",B,4,Tělesná výchova s kurzy,,"02/003/0003",,,,
NIDAW19B,"2021",NTVY017,,"3224",B,4,Tělesná výchova s kurzy,,"02/003/0004",,,,
NIDAW19B,"2021",NTVY018,,"3224",B,4,Tělesná výchova s kurzy,,"02/003/0006",,,,
NIDAW19B,"2021",NTVY019,,"3224",B,4,Tělesná výchova s kurzy,,"02/003/0005",,,,
NIDAW19B,"2022",NAIL062,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0016",,,,
NIDAW19B,"2022",NAIL120,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0005",,,,
NIDAW19B,"2022",NAIL121,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0010",,,,
NIDAW19B,"2022",NAIX062,NAIL062,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0016",,,,
NIDAW19B,"2022",NDBI007,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0004",,,,
NIDAW19B,"2022",NDBI013,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0007",,,,
NIDAW19B,"2022",NDBI025,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0013",,,,
NIDAW19B,"2022",NDBI026,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0003",,,,
NIDAW19B,"2022",NDBI037,NSWI166,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0006",,,,
NIDAW19B,"2022",NDBI038,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0013",,,,
NIDAW19B,"2022",NDBI040,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0006",,,,
NIDAW19B,"2022",NDBI045,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0004",,,,
NIDAW19B,"2022",NDBI046,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0012",,,,
NIDAW19B,"2022",NDBX007,NDBI007,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0004",,,,
NIDAW19B,"2022",NDBX025,NDBI025,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0013",,,,
NIDAW19B,"2022",NDBX046,NDBI046,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0012",,,,
NIDAW19B,"2022",NDMI002,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0005",,,,
NIDAW19B,"2022",NDMI011,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0015",,,,
NIDAW19B,"2022",NDMX011,NDMI011,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0015",,,,
NIDAW19B,"2022",NJAZ091,,"3210",A,,Anglický jazyk,,"02/002/0001",,,,
NIDAW19B,"2022",NMAI054,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0011",,,,
NIDAW19B,"2022",NMAI055,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0001",,,,
NIDAW19B,"2022",NMAI057,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0006",,,,
NIDAW19B,"2022",NMAI058,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0012",,,,
NIDAW19B,"2022",NMAI059,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0018",,,,
NIDAW19B,"2022",NMAX055,NMAI055,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0001",,,,
NIDAW19B,"2022",NMAX059,NMAI059,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0018",,,,
NIDAW19B,"2022",NMTM314,NSZZ031,"6229",A,,Bakalářská práce,,"02/001/0001",,,,
NIDAW19B,"2022",NPFL054,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0003",,,,
NIDAW19B,"2022",NPFL129,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0003",,,,
NIDAW19B,"2022",NPGR002,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0009",,,,
NIDAW19B,"2022",NPGR035,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0011",,,,
NIDAW19B,"2022",NPGR036,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0008",,,,
NIDAW19B,"2022",NPRG005,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0014",,,,
NIDAW19B,"2022",NPRG013,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0006",,,,
NIDAW19B,"2022",NPRG021,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0012",,,,
NIDAW19B,"2022",NPRG030,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0002",,,,
NIDAW19B,"2022",NPRG031,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0008",,,,
NIDAW19B,"2022",NPRG035,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0007",,,,
NIDAW19B,"2022",NPRG036,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0009",,,,
NIDAW19B,"2022",NPRG038,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0013",,,,
NIDAW19B,"2022",NPRG041,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0001",,,,
NIDAW19B,"2022",NPRG045,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0019",,,,
NIDAW19B,"2022",NPRG051,,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0008",,,,
NIDAW19B,"2022",NPRG056,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0003",,,,
NIDAW19B,"2022",NPRG062,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0001",,,,
NIDAW19B,"2022",NPRX005,NPRG005,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0014",,,,
NIDAW19B,"2022",NPRX013,NPRG013,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0006",,,,
NIDAW19B,"2022",NPRX021,NPRG021,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0012",,,,
NIDAW19B,"2022",NPRX030,NPRG030,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0002",,,,
NIDAW19B,"2022",NPRX035,NPRG035,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0007",,,,
NIDAW19B,"2022",NPRX036,NPRG036,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0009",,,,
NIDAW19B,"2022",NPRX038,NPRG038,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0013",,,,
NIDAW19B,"2022",NPRX041,NPRG041,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0001",,,,
NIDAW19B,"2022",NPRX051,NPRG051,"94",B,15,Povinně volitelné předměty IDAW Bc. skupina I.,,"02/007/0008",,,,
NIDAW19B,"2022",NPRX056,NPRG056,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0003",,,,
NIDAW19B,"2022",NSWI004,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0001",,,,
NIDAW19B,"2022",NSWI090,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0006",,,,
NIDAW19B,"2022",NSWI095,NSWI177,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0010",,,,
NIDAW19B,"2022",NSWI120,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0003",,,,
NIDAW19B,"2022",NSWI130,,"96",B,3,Povinně volitelné předměty IDAW Bc. skupina III.,,"02/009/0007",,,,
NIDAW19B,"2022",NSWI141,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0004",,,,
NIDAW19B,"2022",NSWI142,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0001",,,,
NIDAW19B,"2022",NSWI153,,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0007",,,,
NIDAW19B,"2022",NSWI166,,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0006",,,,
NIDAW19B,"2022",NSWI170,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0009",,,,
NIDAW19B,"2022",NSWI177,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0010",,,,
NIDAW19B,"2022",NSWX004,NSWI004,"95",B,6,Povinně volitelné předměty IDAW Bc. skupina II.,,"02/008/0001",,,,
NIDAW19B,"2022",NSWX142,NSWI142,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0001",,,,
NIDAW19B,"2022",NSWX153,NSWI153,"93",A,,Povinné předměty IDAW Bc.,,"02/006/0007",,,,
NIDAW19B,"2022",NSZZ026,NSZZ031,"6229",A,,Bakalářská práce,,"02/001/0001",,,,
NIDAW19B,"2022",NSZZ031,,"6229",A,,Bakalářská práce,,"02/001/0001",,,,
NIDAW19B,"2022",NTIN060,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0007",,,,
NIDAW19B,"2022",NTIN061,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0014",,,,
NIDAW19B,"2022",NTIN071,,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0017",,,,
NIDAW19B,"2022",NTIX061,NTIN061,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0014",,,,
NIDAW19B,"2022",NTIX071,NTIN071,"3205",A,,Společné povinné předměty informatika Bc.,,"02/005/0017",,,,
